"Data Source","World Development Indicators",

"Last Updated Date","2019-10-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Congo, Dem. Rep.","COD","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31151386976.1745","29492863703.7781","26997653662.4691","23914821336.379","23472899887.199","24132842320.2599","24323280274.2858","23352899266.3959","23232184907.7543","22561241765.2192","21471546215.1288","21481677905.3529","22464712750.7793","24158215792.0773","26480302860.5333","28980361192.7552","31446070586.9363","34312035163.6264","37157232991.7812","38509451426.0245","41727321542.3555","45527503793.3844","49689019931.2137","54849584189.458","61179964999.4513","66110756415.3187","68437288036.9948","72337232184.1121","78227720766.1476",
"Congo, Rep.","COG","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8140747524.48871","8617642983.64931","9044249087.14779","9167828406.73704","8849246830.12675","9394866715.73496","9977355258.20948","10085989172.4248","10580721074.0142","10456325882.9767","11499952310.6846","12199084376.0566","12959832378.9279","13307863800.1414","14141261058.1023","15712678818.4626","17197670847.0417","17380233271.7234","18705606803.3493","20255970883.3999","22285382189.0109","23529134688.7973","24891635828.0564","26199940823.5686","28505555552.6381","29572839900.6168","29059126466.7518","28693520065.047","29641549868.8151",
"Colombia","COL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","166027502459.163","175077749195.326","186310769189.032","200996316247.029","217225172274.108","233317984619.172","242474616341.736","255116846204.446","259458214370.222","252139132845.938","265315219006.093","275684074968.32","287057009360.648","303844485473.492","328664965580.971","354853334345.037","390376881129.017","428317249549.03","450870440367.255","459783975917.606","485363890526.365","531984212804.645","563348714125.827","599413905803.52","639632529286.502","665581760432.434","686905229479.974","709420539907.282","744702661128.456",
"Comoros","COM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","689235818.308808","674097796.093063","748277562.956608","789032976.321983","763357183.957666","807500127.146115","811664330.20022","858935988.251032","879743465.215724","909619525.224581","1030834100.35728","1078020562.41601","1120532119.88913","1165353827.54849","1219700723.7973","1293381358.83339","1367792982.45276","1415772596.76216","1501043284.32908","1560887766.00789","1639079857.14578","1741922162.23012","1832144991.22274","1948188638.86342","2026732349.14707","2070936773.47421","2139394723.39882","2239088440.96577","2353695077.17118",
"Cabo Verde","CPV","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","367595865.212797","385363197.23031","437255490.832282","486595032.922886","592320662.645239","690684165.802099","783134409.762664","885212395.259759","1007227333.92602","1136439340.70709","1327812064.40996","1387218767.99644","1483154807.66752","1573789087.09144","1780959716.84907","1963378423.47415","2184289119.42288","2583238470.55223","2808626379.88829","2794084405.80658","2868103401.70521","3044224922.25246","3136176248.81838","3216832485.12427","3297725124.17387","3366547730.06696","3563516895.32029","3776982884.85266","4075378584.83021",
"Costa Rica","CRI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15676901531.7702","16574252012.5783","18510961739.7833","20292590100.8252","21655940842.9111","23021293446.2112","23732999496.9324","25485752243.0179","27566810723.0603","29067573061.7545","30856487585.441","32633961885.2508","34241375058.9832","36361464139.4096","38959685914.2263","41728313582.3097","46102678508.0676","51207898943.694","54631234447.0804","54513450980.1935","57879556279.002","61633610781.6273","65828866818.4659","68503995733.5211","72253723774.509","75678484326.9132","79754486838.7883","84031346801.3008","88215632572.0315",
"Caribbean small states","CSS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35528916698.5852","37526392114.4006","39561795113.6576","41804828170.5677","43907666664.1027","46095390861.0354","48525704730.5813","50940129184.8877","53012055463.9085","55987792800.4045","59437171945.5197","62108171411.1271","65599122032.0826","71291560062.2836","76434272878.6058","81796646188.2542","90494510562.027","96140535699.7869","99560379490.0957","96819713182.7151","99520880909.6499","102750755803.997","106054167655.582","109450172258.675","111879579185.575","114447753025.279","112949329470.671","115234326539.259","119726906932.847",
"Cuba","CUB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3115175199.90375","3161354896.25747","3224111265.66683","3293450054.08937","3389167123.24355","3518377031.2481","3684150509.47283","3876558560.13463","4038433510.1719","4047600334.51842","4098135224.78747","4209371339.64245","4284140996.00328","4324706364.42242","4356341928.29256","4415196868.98316","4419442805.97645","4425097204.42612","",
"Cayman Islands","CYM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2427211557.88936","2545972363.4161","2628915736.36293","2702698531.68319","2792121482.4094","2900853332.1495","3005761013.32835","3300848941.76572","3557173463.94151","3768251197.69754","3827818900.47237","3579277636.46541","3522652381.49667","3638279467.65443","3753656131.66786","3868394045.39172","4046210248.508","4205337980.38579","4382957430.45055","4602013095.02715","",
"Cyprus","CYP","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7721176550.88601","8041316991.78633","8997680853.97066","9275337204.46422","10032331306.3227","11110062858.3501","11439242817.0796","11925397438.8408","12737756601.3032","13501969376.477","14776742190.6588","16045380452.5655","16716234007.1695","17420975645.7848","18870118140.0653","20504246715.6981","22517211527.7028","25199886561.5251","27393788847.4847","27382780694.4849","27563187563.8247","28242719959.073","27572497362.6821","26393311451.8749","25907990609.0065","26767837474.2649","28682597840.095","31076457365.8125","32864031110.0187",
"Czech Republic","CZE","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","130818748127.794","119534341495.424","121639136980.564","124598186479.589","130961184883.501","142025691528.871","150431627785.998","151786186850.619","153452023333.635","157590965153.011","166037725579.319","179347267060.434","185474094813.637","198029472927.061","212091111159.59","224201378156.886","243445192193.81","269055804747.667","289157145081.601","288245331828.258","289800035792.915","302260233093.211","305309362168.598","320535090730.576","339582593690.886","355311747821.274","372257396855.09","402796088543.735","422303340925.235",
"Germany","DEU","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1542829292000.47","1676480981735.72","1747673301417.26","1771975516325.83","1854286319257.51","1926064473985.84","1974932975184.16","2021708476192.83","2083390109050.67","2164174489764.9","2244218683230.81","2344986278734.78","2419132839934.43","2475198733457.46","2592443321485.94","2636421032609.51","2820715300163.24","2998676789406.68","3122546169495.16","3033861937997.88","3204625483632.57","3427141297691.63","3503682457579.97","3647777961341.48","3821626479152.39","3919281462065.81","4110955131099.1","4345630753849.6","4456148524246.26",
"Djibouti","DJI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2342710799.37195","","","","","","","",
"Dominica","DMA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","304260248.487586","318784908.94415","332668488.112445","347913488.619056","355463579.370854","373914051.209531","392582857.676405","408079570.746805","428246222.842744","435970525.816532","456144106.715811","465856534.857701","459838312.813019","498135833.24403","527152434.782213","547140034.719327","589958927.84697","644298380.892285","703602061.613956","700672791.661082","713604623.513807","726881593.078524","732978386.661894","741309118.420686","788484700.349581","776590921.540907","804883336.913798","742015639.062266","762792505.120043",
"Denmark","DNK","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93644820441.0743","98160834393.421","102362676369.124","104799096245.538","112744690921.767","118593720594.212","124792821701.55","131732620555.647","136921193983.809","141846293400.642","153044579657.577","157814119807.566","164720383885.92","165955553173.534","177855722239.11","185074466960.377","202786644309.743","212824130798","226767483101.984","222799869047.987","238548239439.032","247352252302.688","250524614311.535","262368108591.261","270330620655.251","278823156813.193","290376839797.332","313363852996.309","319468472832.641",
"Dominican Republic","DOM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25532153385.4467","26644799446.4724","30309939727.3152","33313133202.2842","34909252168.1856","37667598313.513","40650236189.7663","45025371078.0058","48589386276.7236","52218826453.4123","55874901056.713","58504870831.7193","62101731740.5139","62403793304.8617","65730876425.6204","74168659266.3492","83423569069.8985","92017401087.6155","96818008801.7811","98479132969.006","107935177543.236","113642553322.237","118969356995.233","126958954245.218","139238917584.067","150625769740.089","162341502096.473","172957195643.218","189150841479.136",
"Algeria","DZA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","172134481698.411","175820180467.416","183063850732.391","183465720939.063","185696964725.381","196795154105.678","208614870916.428","214546541260.703","228026340879.445","238720791546.26","253379539247.215","266727086165.646","286144317649.6","312448743740.104","334662740973.378","365474329323.658","382877007287.879","406423019925.991","424107194086.415","434315612164.141","455344057034.293","478298761774.961","503922855646.791","526957795985.938","557272089521.504","584428253448.622","610316156105.875","631867579050.321","659686582356.97",
"East Asia & Pacific (excluding high income)","EAP","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2314967397591.89","2577809846310.16","2907436774433.5","3286618936123.64","3701612947131.26","4140752132240.73","4586951799727.86","4979347159777.86","5078809489501.18","5453590802319.58","5985444917150.65","6513526998815.08","7123246020360.05","7873475418055.55","8792553783364.93","9922226450535.57","11289284605687.2","12957369696899.8","14294968771845.1","15471188741497.8","17153462530547.4","18957322899077.5","20758453681367","22621804885362.7","24582156723415.5","26443269652175.1","28416713353888.6","30816418551453.7","33490540051347.4",
"Early-demographic dividend","EAR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5601427600483.83","6070023983086.3","6476643117576.55","6957390142477.04","7343147701223.71","7762526173787.25","8353099112583.53","8861870049626.23","9149955637050.75","9515518304802.46","10182495031168.3","10595116445564.8","10982528168812.8","11786844026344","12915555081303.8","14136745154312","15554381100114.4","16976973054608.9","18046452015303.9","18626177299140.3","20101171042553.4","21583195218666.2","22945829796850.9","24395726410508.1","26038255784681.9","27625676515894.3","29429870525189","31490806308602.4","33605748537988.5",
"East Asia & Pacific","EAS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5838743857084.73","6375106637219.06","6877130925700.06","7417733847642.4","8051783433398.6","8760660602395.76","9487479603299.67","10096735117731.8","10205045885423.5","10787030309485.4","11708182962987.5","12427319602449","13307384873770.2","14284692123388.7","15619047809045.6","17122300767626.6","18935745262361.5","21085095606524.1","22599160519140.9","23635282263869.2","25834497597450.4","27987022489476.2","30137304709727.7","32453998125008.3","34646684530544.9","36820576692961.9","39077399138936.2","41877614678191.7","44914637225669.9",
"Europe & Central Asia (excluding high income)","ECA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2503571572635.3","2443431509282.71","2243130429488.58","2157348406151.3","1958344031344.64","1957947849729.94","1979445343166.55","2054272979531.48","2072287244937.08","2137799916335.12","2388909865937.51","2528498583751.05","2708416678216.81","2987826335761.84","3352181780113.67","3773948841222.23","4522625788210.62","5056503084093.17","5826274402951.78","5657553389254.64","6070878031677.68","6934953332019.22","7344769467725.67","7680670173255.71","7914970996659.39","7866983735162.48","8053301303849.95","8638733254986.59","9091895163709.68",
"Europe & Central Asia","ECS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9756998357677.54","10045032611784.3","10109356396259.4","10205571667737.2","10416481094911","10844166300846.3","11233108475897.1","11742786490254.2","12195675842604.9","12679801899788.9","13677012177188.1","14377611201661.5","15105765827173.3","15711214124969.4","16729583551989.6","17697275604625.3","19639379810609.3","21127716818028.3","22671076364228.2","22133840026764.5","23134222497087.9","24771511469786.4","25521324948318.2","26543190471800.4","27357598577774.1","27931792279816.6","28898038215744.2","30705656943434.6","31802474677473.4",
"Ecuador","ECU","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49545354106.9567","53418919280.408","55791468366.896","58240295068.4186","62016921354.1623","64743564878.4141","67070764026.9634","71180112704.37","74332548420.3869","71831994216.9723","74239572929.7238","78914527137.9486","83446878515.7176","87310910246.9753","97023640961.3509","105339595418.891","113306419435.861","118898290838.81","128916562036.217","130635226367.839","136816399024.504","150664137576.237","162217086828.426","173228762466.534","183193645023.945","185335676203.534","185064586855.91","193048609623.357","200120921432.827",
"Egypt, Arab Rep.","EGY","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","214842217644.074","224607266306.741","240001174347.24","252814354490.581","268472141515.094","286826600759.322","306649492927.898","329070034086.824","351327578474.473","377974517395.87","411039267233.547","434905113116.757","452343827000.288","475457942629.837","508238157433.221","547504531133.496","602677391626.549","662731211048.847","723971647151.419","763584327572.626","812243460790.722","843842460027.439","879171983223.229","914151905666.279","958606829961.353","1011216251785","1066708771398.02","1132433757641.98","1219509677235.76",
"Euro area","EMU","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5283000084604.39","5607053568996.63","5814052311996.46","5912060021953.42","6188108763204.94","6475703102182.84","6695977717312.04","6988381939670.87","7333259065547.74","7636985717733.01","8140100687998.52","8550331935405.48","8933206028699.72","9117279702304.89","9528694097411.37","9922056562504.75","10766581914459.1","11455407985371.8","11958809656384.2","11696114156211.3","12045918210207","12564111120480.6","12720000145815.4","13161828712983.7","13531535519212","13953379285984.2","14568638293601.6","15404059641164.1","15826024161555.4",
"Eritrea","ERI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2377345803.22079","2761116548.06746","3418536951.56096","3589981560.20246","3994191994.49128","4384402689.42645","4512341927.73096","4578108331.59133","4533391674.40038","5038452509.88872","5271971229.93672","5227278826.86017","5445937544.63019","5760145512.60358","5876941519.77708","6120918594.4562","5629519551.84041","5892328270.9405","6091784107.78144","6758835465.49469","","","","","","","",
"Spain","ESP","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","529657688852.408","561510863398.358","579643052336.549","587255665762.045","614090462331.087","644255813333.745","674780761795.721","715778522043.341","765424764725.711","803988041287.32","873584691416.769","935914811747.502","1009397665671.58","1057052568983.8","1123697811357.77","1209299968291.43","1368115304691.75","1474260623801.35","1537792307628.72","1501743134970.84","1486880005282.11","1498957471269.2","1496188357583.57","1519995554238.29","1566854228598.09","1626883571435.02","1706683528932.57","1818877781763.17","1865000447631.72",
"Estonia","EST","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9027693077.2179","9662139485.13195","10975243995.0481","11596018391.1425","11633853161.7972","13161364174.4249","14301432322.8969","15987498483.2749","17908038066.1758","19647190138.0088","22375658814.9278","25936841590.3877","29447082823.5593","30303860344.3689","27360698549.7491","28735483600.1234","32579424941.3604","34419815454.1773","36239295476.4712","38074717113.629","38426917437.6112","40654683249.0527","44063633072.8525","46825654423.5069",
"Ethiopia","ETH","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20343913832.1554","19530748035.2255","18243435486.7836","21130186381.0269","22269834773.8924","24129995380.5051","27625160470.8362","28982201927.1401","28294877194.0596","30185110941.0857","32734079688.8151","36229036694.1077","37359544975.7845","37230877572.104","43422453872.4818","50066895250.4255","57170793257.7626","65432081768.3393","73901286146.871","81019465010.5116","92250410884.4093","104704865663.231","115941281524.984","130460487307.643","146563805635.768","163525540498.631","180908576272.628","201867347380.145","220477622179.804",
"European Union","EUU","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7172263132296.31","7494045484923.38","7735634280888.52","7910949837418.46","8311025881807.65","8738214947639.01","9087016075099.7","9489127464548.95","9917932320485.84","10314389405335.3","11025377806269.8","11587296788424.4","12140475058173.8","12471554038063.4","13126582007141.7","13652440276838","14823096391888.5","15777312945788.8","16559998431994.6","16213221122569.7","16780105298303","17519277466596.8","17841721404455","18508258851211.8","19089765791567.2","19735859826280.4","20565714361460.8","21799159888986","22435251219981.5",
"Fragile and conflict affected situations","FCS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","477685634730.366","387240253911.819","425223009885.214","468069880120.806","494649210916.178","524241779157.259","573332799492.368","633445612162.02","723847627748.256","791851758192.118","828587647382.728","873274058133.912","882408969203.587","849478476763.054","1006974982253.72","1110132616420.71","1226956407848.24","1329574340916.11","1434189900288.42","1514146913495.39","1634241556610.19","1583087269930.2","1812976106231.7","1922969788233.82","1981552879145.74","2042857404177.23","2178497734304.49","2284606654443.67","2393520731809.33",
"Finland","FIN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90501022250.8611","88027930206.875","87040726098.4722","88448509904.4012","93895858850.0116","99897827620.5999","102786909020.594","111938654002.834","121408998720.174","127941800557.842","138478455508.05","144074077399.032","148566373419.174","151098629964.919","162691022874.495","167840485836.573","180964991460.948","199401530372.334","212373304097.574","201969613463.079","207762384681.327","219213912532.236","219916455236.407","224594276070.103","226490007826.192","231351046386.572","240309405045.905","255299984721.997","264481193137.273",
"Fiji","FJI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2785550977.67225","2801998134.0097","3040670183.5698","3179013936.32803","3412489723.35109","3571144920.84686","3811087336.69062","3791515638.2182","3884034465.6152","4286842091.68745","4308167966.67968","4490717679.48226","4707726220.06821","4843104636.19415","5237086339.09963","5438020109.58295","5706372680.35143","5809816343.58674","5983995518.99329","5946041790.78479","6193061293.97277","6493459112.28588","6711394504.70216","7152481965.17345","7696172031.98127","8141243318.16008","8447984355.5986","9054463164.31286","9721602101.03921",
"France","FRA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1026359782091.95","1072190068562.1","1114163586498.22","1133390757774.38","1184893317452.63","1235223978659.14","1274620290657.55","1333703010582.74","1405895021896","1470523899441.7","1589466159270.73","1687423963351.02","1762926373243.27","1751662056556.65","1820573965868.89","1926880446239.76","2063550602545.51","2182208128988.31","2259256991361.58","2244374928284.9","2334490464490.46","2446475413051","2474003939353.38","2608522466158.15","2662033396692.53","2719223033898.26","2811271869777.93","2959179910621.04","3037362126717.57",
"Faroe Islands","FRO","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","170097736.190744","188911007.516111","200960249.212041","222468643.49538","226004656.956969","247089498.354125","243784689.144602","232946157.027509","242530750.447434","249436893.024059","266649767.96657","277259607.727126","283334785.865436","294215063.653896","292676807.465431","308000665.741364","316906606.65086","319033547.889283","318026262.632716","324223058.610967","334698491.406984","353126615.296906","352738933.444917","345079831.111543","344027482.803078","364853450.710317","371425127.451102","390596546.279856","404997358.126724",
"Gabon","GAB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12049780680.243","13218726179.4018","13102182108.7113","13941945537.8004","14768342503.1142","15827966976.1676","16702059430.2713","17965020787.9217","18799046473.2101","17366974798.1839","17420884454.8911","18183134124.2922","18424749923.9698","19188669585.5989","19841145591.1527","21006715249.6706","21035009927.6566","22897824429.2651","22570923126.8387","22772633753.1819","24671359664.0112","26972900729.6627","28933731797.7412","31101611665.8701","33057433458.3622","34706906741.7256","35820248114.0279","36676229904.7712","37961344943.5563",
"United Kingdom","GBR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","955939756230.106","977529225584.248","1003545861047.04","1053282177363.19","1117513504110.47","1185606384215.37","1265713329027.58","1338918314882.91","1375334558951.06","1420682015764.26","1546230451062.72","1626520754847.41","1714734655598.03","1796952558673.65","1906923643399.03","1962571666391.09","2102522765705.07","2171277488857.96","2251412658848.41","2165308312955.68","2260384821849.38","2329213712304.48","2414958511132.59","2533408222677.38","2640576767786.68","2738207448383.44","2819115070595.11","2965796011801.66","3024524982004.73",
"Georgia","GEO","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24880511275.0782","20294586331.4579","11437151869.0174","8277647779.04124","7575149118.63165","7935070564.755","8985365150.60792","10101780704.911","10532659027.2651","10991302246.8595","11443584644.1361","12256569095.0163","13131955768.1609","14855024557.8264","16138901054.5801","18237478819.6748","20559299031.7198","23767194702.1666","24815505855.5897","24091887268.2772","25895781909.1021","28345876391.9811","30724221719.2355","32322225839.0826","34456455395.1413","35828053479.9541","37250877580.8971","39793370089.1156","42610369245.7938",
"Ghana","GHA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18222107342.6552","19833342608.0025","21072279132.3951","22617760321.4796","23863059383.1514","25365353677.1377","27018607674.3788","28637862590.0182","30321429590.2709","32112615772.262","34045213041.347","36183648180.7734","38410007035.788","41157729969.4329","44632667229.8504","48738304878.0022","53426828237.7819","57246774710.5757","63700150022.3048","67295239298.3782","73457473695.3126","85526138706.1051","95266590975.8806","104027087005.962","109066311516.945","112633697077.274","117791217595.873","129804758999.484","141045907398.107",
"Gibraltar","GIB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5535150404.53275","5871884504.09699","6202142633.52748","6669345990.46226","7082195480.62956","7563864065.81528","8046007358.37492","8608853382.72681","9022995790.91352","9502193138.57052","9957774862.12612","10548471551.6876","11268727977.7496","11621313424.4084","12213457735.4553","12971373408.1216","13521626664.4151","14832840205.6804","15746871047.4743","15689582525.1104","16637568968.1834","17938333959.3384","19364115466.3996","20479246837.2951","21640314431.4246","22706118613.8742","25440105141.2293","29387093922.8954","32651997368.263",
"Gambia, The","GMB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","896220553.213254","955316150.1249","1010099654.81664","1065177828.77606","1089602580.85235","1122259823.09481","1168219620.97877","1246594134.52974","1304746658.0388","1408294041.44422","1518963780.02682","1642313428.67522","1614071474.36157","1756992292.64458","1931496996.61053","1972907012.51142","2055459795.58371","2187314332.8505","2357734992.80146","2528935203.43191","2725372662.9934","2662799770.40924","2865838393.95477","3055782700.3121","3084319662.72194","3300232550.51009","3349853438.40419","3569106095.73996","3890473659.22495",
"Guinea-Bissau","GNB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1033867497.1689","1123340719.01774","1161578971.32488","1214071133.44615","1279676027.3804","1363995056.24485","1550090772.71714","1679313725.49703","1221016745.60252","1251348603.43204","1348750834.40082","1408505138.66408","1416688586.04206","1451201431.38657","1531423221.25185","1646493256.34552","1735493602.15674","1840263379.42457","1936159737.09493","2016646058.54382","2134215531.75305","2354948198.33888","2359006229.08364","2478559683.20767","2549810850.43615","2735157083.19315","2938237475.78272","3171312121.7507","3366062514.60357",
"Equatorial Guinea","GNQ","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","276854018.501156","283290728.181743","390420070.114191","443766682.181177","528793075.431799","634285984.937487","1075940130.40614","2735937951.86569","3424507582.32692","4365505994.15762","5275994205.16746","8808984110.68522","10689918298.5197","12407949352.0639","17583794559.092","21168313557.7731","23489268597.1846","27806340831.8769","33392761781.0367","34099335039.4636","31418133530.9836","34166939303.2501","37716935267.6085","36792562242.4236","37644240225.2219","34580707929.0325","31876738090.1678","30960609959.4512","30725014158.5433",
"Greece","GRC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","135526092507.5","144452445163.61","148778560362.838","149866698056.621","156128375631.177","162748964627.166","171112020745.351","182884622583.453","193328488592.833","198711870544.202","210917566897.623","227708959857.564","246559427995.662","260854780481.19","278668862269.419","281028288404.685","314295643229.55","323631027993.969","341817992911.939","337269013200.584","313048204378.187","290296713794.743","279267183855.415","286168672044.05","292335538628.945","291109078890.537","293903128075.577","307366516011.516","317454786563.045",
"Grenada","GRD","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","452461145.532695","474243336.614748","480922402.978493","482673224.367059","501329020.500106","522740572.003052","555937374.13627","593887729.700491","671160312.181286","727818086.124525","780458951.839075","781435560.136035","821081356.084017","915479631.454915","934039434.486074","1090971645.05326","1079109487.18858","1175951176.59391","1210184353.91711","1138767167.25155","1146146723.53461","1179039532.53026","1187770925.81858","1237034912.03298","1353005818.72391","1455582393.67538","1526469102.61733","1634179176.48314","1751695438.73426",
"Greenland","GRL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30663425162.7045","32860066303.1896","35235030386.7225","37486357512.5876","39831225093.257","42678815723.3641","44745737371.6963","47503746036.208","50437221793.194","53133802258.1792","56281989867.7708","58858109397.8507","62100925306.6861","64855029511.6932","68700384534.6155","73149836363.0713","79417888184.7774","86692312537.7319","91278364404.3072","92458048959.885","96219404214.2706","102317687977.723","107376953644.627","113301359873.088","120263763755.537","126582009683.25","131923549054.755","138141876243.577","145699938617.868",
"Guam","GUM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
