"Data Source","World Development Indicators",

"Last Updated Date","2019-10-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Guyana","GUY","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1386911826.36975","1520672316.82192","1675987541.10392","1855956372.45582","2057327666.69263","2206150198.34928","2425269809.38611","2619573586.95123","2604576981.10064","2720394549.28817","2743278046.19579","2867355047.89713","2945699946.02112","2981435078.6985","3109566812.72923","3143871975.41988","3405160636.37687","3742083794.60717","3890278814.54276","4059178697.71864","4276422568.3467","4592610458.19144","4927657315.30192","5264868556.46019","5570841384.9734","5808469322.76192","6066709211.68458","6310620920.44113","6675097046.07364",
"High income","HIC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18270074935882.3","19216995958056.7","20112854842150.3","20886414699689","22051201982871.1","23202771036630.8","24385284786291.7","25665230692734.5","26697840735974.5","27960127363287.7","29912888420385.7","31081626743365.1","32318835786514.3","33611469898330.9","35714420922013.9","37722001227519.1","40450010847874.7","42762868396288.5","44190702967739.3","43363603389124.8","45258939525048.5","47328073505065.1","48953423307699","50967594372753.1","52771502360935.3","54562068413774.5","56296017725025.6","58890923556481.5","61171592261571.5",
"Hong Kong SAR, China","HKG","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99853493682.7163","109116494048.498","118561644088.926","128897051090.263","139595893556.748","145906111524.004","154904805568.995","165611839676.944","157623866499.184","163907735890.03","180413696667.881","185404955870.004","191457629185.02","200973332309.295","224339539977.088","248418481271.615","273935062334.869","299478782733.934","311800601124.511","306451571363.261","331003847480.741","354187869989.884","367118331084.373","385147001916.036","403274127524.7","417318889179.6","431064193125.169","456118262215.607","480497078281.399",
"Honduras","HND","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10314496197.9265","10309359202.2754","11184727926.9471","12193467382.201","12480234223.6808","13530560140.2038","14036070206.3762","14934626164.3113","15644941219.3888","15754069530.7982","17280600656.8017","18140543797.447","19119314225.1302","20359885474.6414","22211067728.726","24288694167.3061","26667088382.1591","29078017643.2256","30898022996.3088","30376521403.4223","31877081470.7594","33791210423.4101","35861164937.0402","37509152230.3907","39387545838.9015","41337420468.3723","43416307561.3082","46359852556.7809","49181017018.2159",
"Heavily indebted poor countries (HIPC)","HPC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","347906616892.533","362456322180.29","368319332314.127","380949436602.25","390137589714.73","417924156064.154","448688082836.093","475963814413.907","498063201162.869","521609611076.402","548608565176.631","585643648172.104","615209827556.699","655038328710.884","710477909557.813","778006843107.046","851716520853.336","933234189354.776","1009678748735.46","1062463632341.5","1139490805456.8","1218305004835.44","1313654454166.92","1415760105547.33","1523673182217.12","1616449108081.84","1713209820053.84","1838971155586.13","1959197041475.27",
"Croatia","HRV","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36731955450.2591","39524934061.2041","42858699703.9043","44286672124.2029","44395487830.621","47601114280.1413","50170507576.6755","54519342266.8038","58279394726.7931","62458206525.4685","65904349439.054","75073977845.3145","83339518346.076","89802391572.5808","86253163915.4556","84966348993.1971","88859537137.823","90286946691.8228","92804341770.2581","93571465314.5303","96717400686.0617","102373755466.927","108457018712.523","112477617058.28",
"Haiti","HTI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9653304369.48765","10167429304.9084","9846948573.29141","9533266160.15426","8573224144.14419","9619335554.86756","10201076705.4948","10657650868.2449","11012755038.9107","11474539908.9771","11833117401.4847","11966375259.6237","12125087813.5114","12395192524.4018","12280472569.578","12891570832.6693","13580430905.4889","14411467355.6977","14815779941.8662","15389017726.1761","14712423411.6672","15849403538.3438","16619411331.5777","17627091615.1352","18465295865.4178","18888799730.1417","19372753029.9526","19972602910.5433","20726099562.207",
"Hungary","HUN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86215466284.409","85478237119.5911","86999339753.0911","91475861702.6469","94785082748.3906","96312466725.717","101077346922.338","106890675687.822","111535353333.808","121285632203.895","134791608686.41","147803542541.548","156686939970.118","164196249613.791","172304968126.275","184285437703.495","191362817323.648","207576476549.375","206985380730.503","215349169517.92","227766313841.215","229105535641.04","242025703877.419","251774759851.205","259425934088.901","263522465090.644","281880134196.442","299638720311.033",
"IBRD only","IBD","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9960299564889.18","10419168247666.7","10884517128339.7","11648656116810.2","12300863497366.2","13107674167707.3","14073571265521","15026419591481.1","15565955963184.1","16393171822558.1","17721466982284.2","18787503062165.2","19941925643846.9","21532070669192.3","23858633450555.8","26413464246417.9","29800902811026.6","33300083320573.7","36316312177483.8","37798485345225.1","41199609585819.8","45027844673169.5","48285496768465.7","51555094097376.3","54878676100081.3","57622315297082.1","61054372585980.9","65569562298329.9","70312208426339.5",
"IDA & IBRD total","IBT","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11071090566207.7","11588031259817.7","12107350742029.6","12913327711250.3","13606262635024.1","14488943904250.2","15547845781670.3","16574573673206.3","17182214590644.8","18086674317065.1","19526061448223","20712952198327","22004703956589.4","23742845505913.3","26287173486559.6","29088030334521.4","32737320611653.1","36513797023200.6","39764486844860.8","41448129217159","45112479078472.4","49202440042444.5","52742188687893.1","56358388700944.7","60046780141456","63067975554501.7","66755247714789.1","71646952279990.7","76813067523199.8",
"IDA total","IDA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1132886574294.44","1192517758394.83","1247683404543.17","1287902456543.7","1327915540472.94","1404606900060.19","1498757222844.32","1572598373405.7","1642399113641.99","1720466616840.19","1831897771882.37","1955185296720.14","2095561488725.07","2245267727933.23","2465601876559.9","2714827150579.02","2977390663877.19","3255795208589.69","3490961443365.28","3696925137028.78","3961456392294.63","4222180887104.83","4506792241382.51","4858874772658.94","5229835902711.73","5511189144508.42","5767744840273.07","6147380437050.87","6575661612043.48",
"IDA blend","IDB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","575985868824.356","608255837995.797","644081122574.505","658186044013.071","680147346252.028","711768800552.572","757159764978.724","785326298613.995","815005945480.923","845775211853.725","898041526872.207","951083486780.601","1032701993471.53","1104214927275.63","1221302218437.54","1343300000258.17","1467991314167.49","1594314969725.06","1690065391989.95","1790743417217.86","1910569561339.33","2042647749582.71","2174450492509.65","2338068004785.53","2515453809752","2645985415759.07","2736732051392.84","2880734458722.71","3061855079301.05",
"Indonesia","IDN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","544587207778.545","601918543740.791","655636686624.568","714772535898.552","785080112660.338","867428722910.504","952370564587.393","1014325262273.68","891095403081.822","911112540760.65","977309686746.934","1035135229408.6","1098820986935.67","1172730327317.15","1264889666904.19","1378537903254.68","1498382839652.55","1636260223868.18","1768401487476.97","1864363959861.39","2003475867231.96","2171518784772.08","2346620221000.92","2520497850591.36","2696763333835.25","2858510034444.25","3035212619678.36","3249635337373.93","3494761838591.22",
"IDA only","IDX","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","549064784694.08","575691344339.293","593366383648.425","620212765685.314","637765293950.306","683290491277.68","731747959075.176","778269629996.645","818746079624.165","866795413133.201","925815242024.472","996523511338.538","1052931465451.65","1130670449130.19","1231915240572.65","1358054541617.13","1495212414314.27","1647199478759.23","1787770082686.64","1892194224834.5","2036648024707.69","2164092103628.43","2316410252665.85","2504215356528.68","2696628550508.53","2846943125189.47","3014932808130.84","3253167466896.53","3501372045299.95",
"Isle of Man","IMN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1079957466044.77","1128278289821.09","1217257059532.03","1305296584699.94","1421944362511.68","1561723589611.96","1710380734426.93","1810336182691.5","1943930721844.1","2146435317354.45","2278705743585.79","2441022549933.16","2573958397225.86","2827839533967.32","3134050949827.44","3487734279803.86","3882924836890.98","4292685783700.06","4511263827336.2","4903029530747.55","5381656193514.2","5782035485240.71","6214467086727.57","6727352830917.31","7362570498022.51","8036326886987.39","8787915340599.46","9596835216102.65","10498468291043.5",
"Not classified","INX","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48275909474.2259","50871587670.5825","53770420207.8647","56526508523.2361","61056614848.8931","68342626757.9824","74493175990.0344","83130237880.6906","93038154877.1787","101361429156.062","114831886020.398","125831098351.776","138452090179.502","144825013904.795","157393792185.119","168217664600.522","188914076924.334","205693273524.359","198813754821.605","188770100732.55","197431992419.695","205441154978.936","212758615042.183","221468263546.13","237861357856.322","324698559055.381","335356809190.59","373035786124.911","403828175285.637",
"Iran, Islamic Rep.","IRN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","415675977617.081","482948618805.147","507956842639.225","525399667255.043","528507473889.343","551906380681.038","591086428515.626","604177517025.813","624283671207.668","638714694746.553","691245763034.884","711908086913.52","775710983562.634","859130083142.302","920854219275.092","979826708679.596","1059950116825.37","1177192674767.53","1203101129193.85","1224485232107.6","1310575719665.29","1373350831357.52","1295488934143.55","1315665351034.06","1402267731490.06","1398545752986.3","1603240562739","1695063643475.36","",
"Iraq","IRQ","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","130611293398.997","48546562177.1176","65835868208.718","87809749927.6236","93141750136.2211","97110805291.3501","109787273289.191","135399053869.24","184650376932.527","220250827786.277","228341500831.454","238729457652.031","225772267878.556","153844708708.053","243548525438.557","262186408661.425","297560105122.062","309762697298.815","341771363894.226","356014381880.014","383222500874.755","420751532114.547","488583238053.938","534941429375.178","548877373277.649","568491511571.417","652708753241.527","653999308119.471","672978507594.86",
"Iceland","ISL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5602193312.20918","5778699933.58323","5710980926.06331","5923078124.49575","6267878176.06665","6406765590.39928","6664915895.85596","7296172763.90764","7861923152.85381","8189172392.96941","8354755649.61292","9054903348.86158","9351404737.05992","9443989360.34467","10400191278.2802","11048355266.5249","11876038913.914","12824130249.0552","13749851618.8361","13346817176.5069","12587099509.7739","13005319157.5317","13446448680.1885","14296625814.7004","14966416225.4275","16119986191.1823","17638152067.4973","18997605752.1893","20263802910.3577",
"Israel","ISR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70595327487.0967","78621436954.2106","86652635782.0766","92357454587.839","101336316848.333","110292657368.209","117987958869.417","124904946463.88","131594049710.875","138214548679.879","156673631626.845","160342723015.105","165616055934.774","159161753975.942","171580903768.853","171942403947.121","181069089214.823","197127493792.582","200368912767.748","205847422398.679","219784814926.589","237392421471.201","250963185329.874","275461481323.67","281491371710.444","297615438197.162","320589444918.824","338666467124.078","353775018069.939",
"Italy","ITA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1051994753957.28","1104303306861.97","1138891430075.04","1155932425171.08","1206011560769.28","1266845014012.7","1305974561257.44","1355069937460.37","1419647657174.01","1453166048109.8","1538985208302.03","1591435905289.92","1634258866845.82","1666742091209.37","1698680216738.6","1742085789561.7","1879908849866.94","1986697508158.84","2082637866310.06","2039615827502.32","2075187858094.39","2158285168982.73","2157547299764.22","2176320732837.02","2192713251239.79","2237097610681.18","2367210855002.34","2480871919342.79","2515781432564.32",
"Jamaica","JAM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11465164402.5533","12426359282.8897","12958085172.7624","14514286462.7476","15029298217.9932","15705024925.9848","15974400213.0231","16064538195.3234","15866091511.0316","16263791538.4232","16773469677.6157","17371922742.5875","17999161438.9316","19005584515.5019","19775609971.5872","20573868598.8008","21810988375.1734","22717605549.6736","22971498803.3445","22142833994.3073","22074283000.6613","22924301243.0723","23220285437.2573","23746822771.5808","24362584364.6117","24845904794.2579","25464389344.895","26202330525.7132","27290627429.9591",
"Jordan","JOR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14543608498.3045","15309668613.2296","18581206768.7525","19902314704.2678","21340913342.6983","23136301073.2946","24051711576.1259","25275781366.7176","26325524033.3796","27616133903.6308","29432066825.1408","31662312616.9376","34023605717.2398","36097487442.7736","40245146452.0379","44879490570.9677","49979800788.5361","55518372637.0756","60691696796.2687","64503549121.5598","66763480331.2299","69921208378.2508","73151473819.0125","76540819363.0434","80403682024.8121","83207047279.894","85802416871.4538","89283185655.4738","93068215794.7779",
"Japan","JPN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2416532179883.48","2583631119477.03","2664920025532.33","2713930291842.01","2799409615122.5","2936481868854.42","3082947477929.64","3169854587770.36","3169360892413.4","3207019636532.04","3404300128237.95","3493106893652.68","3588864914954.67","3694202556176.84","3877296189990.9","4045734392815.61","4230713952095.25","4416227655350.28","4456434357160.63","4250983197430.53","4480784390768.57","4573186804907.29","4746699396854.28","4967051560426.25","4986566209495.87","5136018757862.7","5221770213717.47","5319800458212.47","5414680004832.43",
"Kazakhstan","KAZ","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","138447837856.318","127385526863.733","123383234415.548","114686328375.055","102376266056.042","95952043874.8809","98197500176.9147","101588952851.852","100780442485.241","104995872833.626","117862645517.653","136708337728.194","152480072127.179","169755767050.328","191061243825.042","216122922474.013","246488211556.763","275636324216.085","290270741724.597","295993424133.874","321301790829.391","352286473300.142","376276850134.482","405853003346.817","430899615620.337","440733493577.172","450454109670.01","477835906053.26","508645664097.079",
"Kenya","KEN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36150054424.8621","37910107972.3224","38464048454.6365","39514442292.3358","41420770399.6967","44152651929.0194","46825565181.1158","47859231175.7567","49990290836.8907","51881162236.8474","53359036489.1922","56590588475.2733","57800083593.9482","60599936758.9457","65407893610.898","71429081139.104","78353823319.7206","85970628524.7976","87846449780.0598","91443322892.3616","100284883802.712","108633362952.274","115769025350.463","124725799550.787","133893604721.277","143063976600.37","153131048896.891","163629318214.755","177893890060.964",
"Kyrgyz Republic","KGZ","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9901280756.74913","9432473536.24363","8307527367.21102","7189639973.2084","5868279477.90342","5666368460.54404","6178905806.25049","6908667667.13936","7134666595.64003","7502271402.86102","8086207708.93991","8703325621.25612","8839457414.4452","9636595320.45192","10591413258.2121","10902157473.5738","11580599104.5451","12907578173.3008","14264186608.5966","14787774739.6256","14889542543.6486","16105958461.3669","16382016732.9221","18486483622.9157","19589676908.8237","20571324626.8723","21690517215.1825","23141637561.878","24491775713.2083",
"Cambodia","KHM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11469194004.3131","7636584332.18627","8568855431.93559","9240355639.17543","9776305687.3154","10349182073.3198","11832491559.4247","13392834307.1694","14705783150.7974","15921181678.7057","17596241774.053","19938500368.9843","23283734472.1159","26572152953.9673","30072553412.6696","32708974841.6056","32986905578.3898","35361241662.0552","38652011936.303","42274267237.1329","46180698758.9557","50415280452.2662","54539587495.1035","59012585011.8251","64352721029.1471","70752827801.2787",
"Kiribati","KIR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91329588.9691304","94418132.5254991","97416939.0765654","100592193.479572","104511600.858505","106703032.784965","110498438.879426","114277261.823119","123141408.590376","122997492.634677","133606261.989346","134528921.250013","141832677.161829","147365114.895089","148866744.914005","161104803.774834","165898344.381503","173821467.626986","173496445.45134","176222458.508781","176628828.057924","183193721.930402","195507202.423112","207322984.004116","209771180.384079","234075309.090401","248773766.343217","254335004.93869","265275142.773007",
"St. Kitts and Nevis","KNA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","404444974.26083","410327622.724425","437594058.40013","478432873.655074","514553257.654342","553622313.943434","596699937.517298","648408044.021025","652517536.955499","683249009.44903","771219491.885043","831619076.685818","865636663.271839","851343943.588728","909740716.797883","1029027544.78976","1091100571.27612","1119837377.27127","1215686307.99989","1183691765.61823","1179929005.00387","1226065007.90289","1241385936.19386","1332215823.7024","1439619514.19169","1486248117.60615","1537321198.25158","1584879613.20469","1669265697.13031",
"Korea, Rep.","KOR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","354674985103.232","404633979976.153","439412870062.156","480622075988.703","536076762054.544","599698967063.171","657057761634.103","707970980797.63","676768831322.469","764178264900.255","850045546523.216","908001494022.325","989824399774.38","1023783139567.31","1102859681000.35","1165894061000.23","1250723763680.04","1354489639000.99","1405710904231.6","1396654746282.36","1504724405182.62","1559446833866.66","1611272914641.19","1644777306032.44","1704457641238.21","1824331972258.94","1903410732086.29","1998129726322.38","2071181809851.12",
"Kuwait","KWT","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58769537590.7649","80611281358.1405","89278355304.6422","95578722287.7952","97917760992.8158","102069832548.451","106998573184.879","106601570146.57","114100993353.129","117453785325.985","122890974640.204","146853171775.067","167036888348.252","189594808203.823","210021813534.009","228585416570.196","238810526421.134","223603794986.546","220854824240.278","247177337169.866","268610878023.556","276465380440.886","283106754347.857","287830964351.928","299492851598.202","294560359598.421","304938677377.795",
"Latin America & Caribbean (excluding high income)","LAC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2470044373906.08","2648341276364.33","2780284072891.19","3069187902181.57","3283323908098.66","3387228287050.09","3569925419831.21","3819067190443.28","3946983830612.21","4001019191313.02","4241070730050.91","4356342587645.43","4432446264707.43","4601932200680.06","5014079988065.54","5402543172246.58","5906106425388.54","6406106310246.11","6835717892991.52","6804700838000.96","7304445332220.81","7864356227795.66","8227560609113.18","8593724688289.18","8872061481504.24","8964194772930.04","9055166592633.73","9415816242236.78","9749915672057.82",
"Lao PDR","LAO","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4720034922.94727","5089312453.06601","5494700120.45124","5957459471.40633","6581123456.8002","7191556822.39223","7830613974.44993","8513050734.73746","8950432958.2544","9743053692.91289","10538465589.7995","11389024217.0954","12253921201.5553","13238740360.0598","14459493909.3007","15969630059.0857","17871023319.6408","19745189643.9549","21704354586.6408","23510442230.9274","25812470914.4481","28469987707.9776","31344851732.6488","34454910108.046","37779073254.7212","40958813258.1254","44314739459.8671","48250969277.2001","52546649232.6045",
"Lebanon","LBN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10156274894.7802","15691579222.8995","18687394960.1734","21189640688.6125","23396265947.57","25427276048.796","28815108549.3674","29621225470.5914","31052671987.056","31335447050.4254","32465824176.9955","34451860876.2126","36194800828.1895","38056706176.9975","41540961026.2656","44012210900.5719","46115610582.1953","51777746034.1318","57666882744.366","63948811733.7313","69893591748.351","72008412770.4573","75385729003.7668","78717808903.4429","81718394488.3753","82935026543.1046","85188045149.6504","87286452030.8739","89433526962.2118",
"Liberia","LBR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2987160906.17685","3141828699.21276","3311622651.92668","2356290345.91529","2483119833.73809","2695691308.02768","3000669313.62159","3375083916.77219","3686597878.26589","3911601933.76059","4198563170.22789","4637773844.21952","5104564576.51214","5646245256.19979","5793403351.12802","5855354626.6609","5824698887.65447","6081936621.17537","6295134390.51627",
"Libya","LBY","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88140288252.5594","93426004554.1707","93792122152.968","94362140869.7586","108624804656.897","116526128031.291","134419224947.944","147489440299.259","161072092120.135","168585092270.41","168528084393.773","179052749029.177","69322560014.4654","157652696981.992","138602334848.562","107330650619.857","98864985069.3319","97152136717.0449","125407569401.587","138287328575.932",
"St. Lucia","LCA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","862760260.354088","895287502.917486","988515839.763006","1017838167.50345","1056191068.89868","1097189363.12434","1149932717.50737","1161642376.8785","1248565148.61916","1300417642.01309","1330136250.14969","1312985576.76061","1339308321.12241","1422357545.55175","1566801867.46317","1608977942.8664","1760365743.24481","1845033099.04338","1974536081.55106","1960659611.3844","1989532460.77959","2115166407.02429","2148968974.40141","2143039742.73069","2183686457.6521","2213051712.51508","2324287360.0209","2455433714.48036","2525816614.66458",
"Latin America & Caribbean","LCN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2639200063298.34","2831702568481.76","2983124483115.18","3288210431620.5","3519238457640.22","3642853121574.71","3845189172754.23","4117509033580.82","4263853614053.73","4328732045625.06","4588919643698.46","4722616696586.15","4810239001222.76","4998506395501.82","5450687479387.09","5869623295554.95","6441577505518.72","6980582625712.83","7418466830976","7383664718336.5","7932523842438.11","8549149058570.83","8952336343421.93","9353759618279.73","9654049110467.1","9758436723109.06","9864066442667.34","10267761544091.4","10635438843822.4",
"Least developed countries: UN classification","LDC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","450498594126.904","474622296673.651","490829152088.823","505403921155.439","522273280941.981","563818019742.102","607686251643.898","647712032069.96","681464800028.71","722108166035.745","773014885541.907","833630915411.086","889195777461.714","956041480083.376","1048935235487.92","1169323583837.52","1297524569136.92","1441392519050.21","1572472743761.71","1664102239881.53","1792371705586.67","1899981268534.32","2033352543062.59","2192494746981.09","2359028713725.66","2484373170335.87","2614731292678.74","2804543519663.23","3003931173722.31",
"Low income","LIC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","307976262618.334","319624934031.822","317869708055.263","326166067284.36","335741108693.77","357209571960.27","382238240990.275","403323723638.284","421329767390.366","442981456904.1","467526995771.383","502084602300.66","527666073204.675","561920723143.357","612473433904.932","673450994511.987","732778870464.869","800877185341.149","865605465812.575","918773172615.364","994913976590.88","1047112996923.12","1104891177440.39","1193728792719.16","1285412733579.62","1331663758648.06","1386866893816.11","1484394744115.16","1591997385863.47",
"Liechtenstein","LIE","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40623250291.6434","43928887356.8407","46906901924.7497","51331548066.8457","55363577999.4252","59633352226.2702","63032797164.2155","68226854020.773","72236426963.9231","76430788334.8221","82827767703.6044","83336429452.5139","88010895174.0537","94970515774.4153","102837746042.894","112659899734.226","124969745367.913","137048929406.276","148027860136.585","154434862574.663","168758115434.191","186763262332.062","207751344863.955","218575689876.052","233758925469.71","248089689863.258","262055210365.909","276168455465.578","291459375064.406",
"Lower middle income","LMC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3413956156301.25","3581386017154.98","3782873192766.76","3950358348687.8","4162337920602.24","4468687216016.4","4826163709748.49","5099794800458.67","5209916898192.27","5547756763007.53","5922270409871.29","6322266626999.9","6709017061411.49","7257722184045.21","7976699727659.79","8776338704544.41","9679135087396.47","10639822859808.3","11332444208454.5","12007029070405.4","12979086847778.7","13905941522291.1","14900750174342.1","16018305645481.2","17262360870041.9","18466143279360.1","19775619936409","21319592197638.3","23063723014236.6",
"Low & middle income","LMY","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10753147489324.5","11269770344332.9","11763531070796.3","12545274668160.7","13208619271957","14053706504596.7","15075533556201.8","16060842755763.7","16636849771892.7","17520335787259.5","18928002315642.2","20089876337326.9","21347493678506","23056256380749.4","25540707501361.9","28302562711203.3","31845791224497.8","35532216907812.8","38724838727248","40384950434326.7","43952774791018.4","47934754268456.9","51415287962010.3","54978864883901.8","58628456990047.1","61601876084388.2","65253188165760.9","70034022775138.1","75130315121227.2",
"Lesotho","LSO","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1435692895.14462","1587646005.46165","1736786335.9208","1840337062.19282","1992035030.48958","2100735904.88169","2258932873.8079","2382990288.28953","2446865930.70709","2494009730.53647","2648579926.15858","2803074988.15352","2868023590.59624","3054489618.8113","3189808048.95073","3403175347.32971","3654476393.13832","3934009831.59361","4280822624.1335","4406382649.01281","4728403001.90349","5160314264.69005","5574736768.17705","5777157498.25596","6070213186.16675","6304862520.99193","6576430280.27909","6548218773.52232","6794553407.89474",
"Late-demographic dividend","LTE","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5280332965095.4","5530085513087.43","5710130510362.94","6111314247031.71","6530568275641.4","7049769332876.15","7551601586897.58","8086089106150.16","8383299524343.57","8878531872075.81","9720106783332.58","10450901765335.2","11293618326247","12350444219175.8","13724419109538.3","15304179342137.2","17531345166011.6","19849079468028.2","21998332880266.1","23002918916632.6","25167241238971.4","27874146491335.7","30068251543799.6","32198059412346.8","34254959790006.3","35866953508223","37749139160381.5","40548527181990.7","43596802461113.1",
